UserID,FirstName,LastName,DateOfBirth,Sex,Street,City,LicensePlate,Married,NumberPets,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,NumberExistingCredits,NumberPeopleMaintenance,OwnCar,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CheckingAccountStatus.none,CreditHistory.NoCredit.AllPaid,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical,Purpose.NewCar,Purpose.UsedCar,Purpose.Furniture.Equipment,Purpose.Radio.Television,Purpose.DomesticAppliance,Purpose.Repairs,Purpose.Education,Purpose.Vacation,Purpose.Retraining,Purpose.Business,Purpose.Other,OtherDebtorsGuarantors.None,OtherDebtorsGuarantors.CoApplicant,OtherDebtorsGuarantors.Guarantor,Property.RealEstate,Property.Insurance,Property.CarOther,Property.Unknown,OtherInstallmentPlans.Bank,OtherInstallmentPlans.Stores,OtherInstallmentPlans.None,Housing.Rent,Housing.Own,Housing.ForFree,Job.UnemployedUnskilled,Job.UnskilledResident,Job.SkilledEmployee,Job.Management.SelfEmp.HighlyQualified,EmploymentDuration,SavingsAccountBonds,BadCredit
672-04-4995,Christina,Gilbert,1997-10-24,F,14659 Daniel Loop,Herrerafurt,LLG 559,1.0,1.0,30,3870,4,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2.0,0.0,1
461-61-0373,Christopher,Bailey,1986-08-01,M,270 James Landing Apt. 110,North Judithbury,24T 0514,0.0,2.0,24,7472,2,3,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3.0,342.0,0
175-08-4654,Gary,Singh,1996-11-18,M,88487 Heather Skyway,North Judithbury,804 MSV,0.0,2.0,9,3654,2,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,6.0,435.0,0
091-24-3259,Curtis,Horton,1993-11-22,M,70164 Lin Brook Suite 636,Lake Roberto,798 WDK,0.0,1.0,60,13352,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3.0,464.0,0
283-08-4222,Jonathan,Ellis,1986-09-06,M,38457 Garner Brook,Lake Debra,5VL 438,0.0,1.0,24,4831,4,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3.0,0.0,0
247-74-2503,Shawn,Zamora,1992-10-15,M,432 Prince Shoals,East Jill,CXM8936,0.0,0.0,12,3868,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.0,0.0,1
189-41-2385,Jessica,Edwards,1998-07-19,F,8232 Michelle Inlet Apt. 629,West Michael,HKC 881,1.0,0.0,15,6862,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,480.0,0
704-04-5887,Monica,Cannon,1963-12-15,F,4742 Daniel Ferry Apt. 994,East Jill,39S T33,1.0,2.0,11,2077,4,4,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,,194.0,0
783-02-4422,Bobby,Chan,1994-11-24,M,975 Melissa Overpass,North Judithbury,E06-FGH,0.0,0.0,12,2983,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
404-79-9371,Tiffany,Walker,1966-09-05,F,12797 Delacruz Gateway,North Judithbury,MYB 965,1.0,2.0,24,2885,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,16.0,0.0,0
529-98-0808,Kirk,Fox,1984-12-20,M,177 Natalie Gardens,North Judithbury,RMX 086,0.0,2.0,18,9544,2,4,3,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.0,0.0,0
424-42-7388,Cheryl,Gonzales,1965-03-05,F,7264 Hannah Divide Suite 718,East Jessetown,826 FYS,1.0,0.0,12,4946,2,4,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,11.0,0.0,0
627-21-6205,Alexander,Chavez,1989-10-20,M,1452 Christopher Squares,Lake Debra,18-UL68,0.0,1.0,10,2216,3,4,2,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,9.0,0.0,0
208-01-4147,Joshua,Williams,1984-08-05,M,9222 Kayla Center,Lake Debra,47-4212J,0.0,0.0,15,1444,4,3,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,15.0,0.0,1
635-81-9135,Adam,Jimenez,1986-02-01,M,097 Jay Shoals Suite 767,Ericmouth,384-TTA,0.0,1.0,36,11347,4,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,7.0,55.0,0
677-89-9748,Samantha,Clark,1982-11-22,F,05020 Rivera Corners,Lisatown,249DNF,1.0,1.0,24,2759,4,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,0
540-53-8596,Kenneth,Hart,1975-06-29,M,950 Kayla Islands Suite 616,Herrerafurt,CJP-2145,0.0,0.0,14,16160,1,4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,14.0,0.0,1
630-73-8133,Daniel,Clark,1997-02-22,M,98179 Simmons Vista,Robinsonshire,952 IQS,0.0,0.0,24,1798,4,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,16.0,291.0,0
707-37-4169,Joseph,Welch,1989-02-14,M,93430 Andrew Road Apt. 396,East Jill,5-58303B,0.0,1.0,18,4792,4,3,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,7.0,348.0,0
474-53-0918,Rachel,Parker,1984-12-04,F,15569 Marilyn Fields Suite 577,East Jessetown,UEP2785,1.0,0.0,12,2524,3,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,6.0,981.0,0
585-78-6383,Russell,Evans,1985-02-06,M,803 Marsh Underpass Suite 124,New Roberttown,5682,0.0,0.0,48,21904,4,4,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,,66.0,0
095-57-8291,Cody,Wilson,1993-04-24,M,504 Miller Wells Apt. 574,Lake Roberto,2Q J1503,0.0,1.0,48,5508,4,4,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,1
731-67-1898,Alexander,Webb,1986-10-28,M,57845 Kayla Courts,East Jill,VEG 076,0.0,2.0,30,21596,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0,0.0,1
284-69-5229,Aaron,Randolph,1988-07-07,M,7018 Johnson Trace,North Judithbury,334 UGK,0.0,0.0,9,4855,1,2,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.0,0
554-57-0832,Patricia,Lambert,1996-01-07,F,24109 Jamie Keys Suite 424,Lake Chad,149 5HF,1.0,2.0,18,4327,2,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3.0,0.0,0
838-26-8741,Carlos,Ruiz,1973-03-18,M,60166 Janet Ramp,Ramirezstad,WWO-9545,0.0,0.0,12,2272,2,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,8.0,571.0,0
808-42-7427,Angela,Livingston,1989-04-09,F,217 Stanley Spur Suite 733,New Roberttown,TI 5625,1.0,2.0,6,8300,1,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,1
667-10-4950,John,Jones,1991-10-07,M,7724 Munoz Crossroad,North Judithbury,158 DMW,0.0,2.0,24,3422,4,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2.0,497.0,0
118-76-9767,Joseph,Morales,1997-12-19,M,93827 Jones Fords Suite 695,New Roberttown,197 WHF,0.0,1.0,15,6062,3,4,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,14.0,1930.0,0
545-38-6390,Joel,Peters,1971-03-18,M,46191 Murphy Rue Apt. 132,Lake Debra,0YU 227,0.0,1.0,12,2833,4,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
414-17-4820,Luis,West,1972-08-05,M,549 Sellers Mews,East Jessetown,098-LCS,0.0,2.0,18,2601,4,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4.0,101.0,0
446-70-3461,Antonio,Santana,1958-11-17,M,85140 Ryan Ramp,Jacquelineland,UKW 666,0.0,2.0,15,2736,4,4,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,10.0,270.0,0
148-93-7975,Matthew,Wells,1983-08-04,M,656 Keith Well,New Jessica,0EE10,0.0,0.0,24,6980,4,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,180.0,0
008-74-8162,Mary,Proctor,1986-10-08,F,26796 Shawn Manors,Port Jesseville,OML-3269,1.0,0.0,47,19300,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0
530-11-8575,Ryan,Young,1994-11-20,M,8950 Ashley Squares Suite 197,North Judithbury,CEX 847,0.0,0.0,48,8618,4,3,1,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,5.0,0.0,0
297-22-0579,Steve,Davis,1991-06-07,M,189 Austin Junctions Apt. 778,Herrerafurt,S54-XKN,0.0,1.0,48,13648,2,4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,,330.0,0
259-17-4604,Melissa,Harper,1971-07-09,F,940 Lane Ports Apt. 490,East Jessetown,814PCE,1.0,2.0,12,1966,4,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
352-11-2377,Donald,Scott,1973-08-19,M,292 Wood Extensions,East Jill,ZW3 7280,1.0,0.0,24,1843,4,4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,1
765-97-8725,Kyle,Underwood,1995-10-14,M,6372 Becky Ville Suite 041,Lisatown,747FOM,1.0,1.0,12,1937,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3.0,0.0,0
626-84-4467,David,Vega,1992-06-19,M,4286 Keith Union Suite 658,Ericmouth,1B856,1.0,1.0,36,16916,1,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,1
013-53-1601,Frances,Adams,1978-04-01,F,9673 April Springs,Ramirezstad,FKR 001,1.0,2.0,24,11554,2,4,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,10.0,0.0,0
713-24-4151,Joseph,Jennings,1965-09-18,M,44300 Brian Ranch Apt. 911,Ericmouth,926921,0.0,2.0,42,8633,4,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,16.0,0.0,0
062-34-4337,Edward,Guerrero,1974-08-05,M,746 Scott Tunnel,North Judithbury,IYB-665,0.0,0.0,48,13732,4,2,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,13.0,117.0,0
036-10-1154,Cassandra,Jones,1994-11-28,F,627 Douglas Trafficway,North Judithbury,9-G1741,1.0,0.0,48,17928,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,1
232-01-6299,Laura,King,2000-08-12,F,72006 Hernandez Isle Suite 908,North Judithbury,YPP6618,1.0,0.0,12,8415,1,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.0,272.0,0
568-06-6295,Troy,Meyers,1977-01-18,M,98554 Brown Rue Apt. 585,North Judithbury,432-OYY,0.0,0.0,10,2317,4,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,7.0,169.0,0
038-44-0919,Matthew,Evans,1978-08-02,M,57173 Austin Burg Apt. 761,North Judithbury,870 UJP,0.0,2.0,18,4527,3,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3.0,0.0,0
315-13-7475,George,Le,1989-03-17,M,38782 Sandy Camp Apt. 707,North Noahstad,B20-20H,0.0,0.0,21,4941,3,2,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,7.0,1705.0,0
701-74-8944,Lisa,Conley,1967-08-08,F,17993 Linda Meadow,New Roberttown,6ZXV 51,1.0,2.0,6,1210,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,,0.0,0
250-75-0667,Brenda,Copeland,1979-04-26,F,92511 Thomas Mall,Lake Debra,ZWL 827,1.0,1.0,36,6847,4,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,1
626-89-0617,Casey,Moody,1984-03-19,M,07100 Sara Squares Suite 672,New Roberttown,4E 87632,0.0,0.0,24,2419,4,2,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.0,442.0,1
225-60-3410,Kyle,Love,1972-07-18,M,456 Angela Fields,East Jill,Q58 8DT,0.0,2.0,10,1868,4,3,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,6.0,0.0,0
343-79-7425,Donald,Lee,1978-05-17,M,772 Elizabeth Cape,Lisatown,364ULJ,0.0,0.0,48,18229,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2.0,992.0,1
334-30-1607,Andrew,Yang,1987-07-20,M,07811 Jennifer Ramp,North Judithbury,3KN 531,0.0,2.0,6,2777,4,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0,1783.0,0
140-59-3182,Cynthia,Gutierrez,1996-07-19,F,3179 Brown Mews,East Jessetown,GT 7265,1.0,1.0,30,8660,2,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4.0,179.0,0
161-82-2785,Mark,Cantrell,1988-02-14,M,2090 Taylor Walk,Lake Debra,762 5349,1.0,2.0,12,1309,4,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0,433.0,1
228-76-2441,Laura,Tran,1997-03-12,F,68739 Hood Harbors,North Judithbury,33XN569,1.0,1.0,8,2227,3,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.0,1
368-38-3917,Thomas,Villanueva,1998-10-16,M,07806 Mendoza Union Apt. 773,East Jill,632-RYA,1.0,1.0,9,497,4,4,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4.0,0.0,0
544-05-4860,Matthew,Davis,1982-03-10,M,427 Tiffany Mountain Apt. 625,East Jessetown,OWU-0165,0.0,1.0,48,9686,3,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,,356.0,0
042-47-6004,Jeffery,Nelson,1996-04-15,M,195 Zachary Spring,North Judithbury,65B D79,0.0,1.0,24,9920,4,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3.0,443.0,0
362-35-8251,Casey,Hansen,1996-02-21,F,325 Amber Run,North Noahstad,335-XYS,1.0,0.0,24,6748,2,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,0
820-87-1076,Michael,Ramirez,1996-07-05,M,5778 Theodore Place,East Jessetown,479R5,1.0,1.0,12,1233,2,3,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7.0,0.0,1
427-88-8871,Cole,Henson,1992-08-17,M,62411 Joshua Square,East Jill,PE 3804,0.0,2.0,4,2689,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,410.0,0
863-71-7296,Timothy,Wells,1989-11-23,M,0431 Monica Fort Suite 695,Lake Debra,UZK 798,0.0,0.0,36,4943,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,14.0,0.0,1
244-15-0675,Jimmy,Bradley,1984-03-12,M,43754 Eddie Haven Suite 292,Cassandraton,222-RJF,0.0,1.0,12,1274,2,3,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3.0,0.0,0
512-99-2382,Wendy,Andrews,1973-07-17,F,5238 Elizabeth Key Apt. 578,Lisatown,HRJ 106,1.0,0.0,24,7832,1,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4.0,526.0,0
750-62-0657,Travis,Reilly,1990-06-08,M,88547 Montes Throughway,North Judithbury,975 1VE,0.0,2.0,12,1262,4,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
525-51-3186,Brenda,Pierce,1994-04-11,F,69375 Mark Rest Apt. 983,Lisatown,43-01871,1.0,0.0,15,6557,1,4,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,10.0,0.0,0
221-94-7279,John,Morrison,1992-12-25,M,562 Wood Landing,Lake Roberto,54JL781,1.0,1.0,30,7648,4,2,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,,0.0,1
425-23-9107,Patrick,Perry,1988-09-10,M,2662 Douglas Hollow Suite 851,Herrerafurt,0YM C64,0.0,1.0,24,3488,4,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,1
811-01-2524,Joel,Bradley,1986-09-08,M,26487 Mackenzie Hollow,North Judithbury,8JP 730,0.0,1.0,24,5238,2,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4.0,0.0,0
383-66-9426,Dennis,Blanchard,1993-11-12,M,46273 David Harbor Suite 195,North Judithbury,6PS 471,0.0,1.0,18,4786,4,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2.0,1949.0,0
527-25-3003,Alicia,Green,1985-08-20,F,57252 Joseph Manor,New Roberttown,L48 1BJ,1.0,1.0,18,1850,4,3,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
141-67-4611,Phillip,George,1983-02-07,M,554 Jennings Spurs,New Roberttown,95D R20,0.0,0.0,8,6116,1,4,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,5.0,0.0,0
143-57-9792,Jake,Washington,1971-06-18,M,13283 Laura Points Apt. 671,Lake Debra,545 EAP,0.0,0.0,12,10442,2,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,11.0,564.0,0
081-55-1831,Kelly,Cordova,1988-05-26,F,401 David Square,East Jill,WH 4232,1.0,2.0,24,2745,4,3,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,7.0,1095.0,0
190-86-5760,Billy,Hampton,1990-10-22,M,31089 Taylor Glen Apt. 140,Lake Roberto,1-19393,0.0,0.0,36,8051,4,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,14.0,0.0,0
220-65-7778,Allen,Thomas,1994-02-08,M,552 William Cliff Apt. 908,Lake Roberto,4W G2801,0.0,2.0,6,1922,4,4,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,9.0,0.0,0
722-37-9129,Jacob,Lawrence,1946-01-26,M,125 Coleman Passage Apt. 615,North Judithbury,O27 5DQ,0.0,2.0,24,11907,2,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,,0.0,0
406-57-8564,Miranda,Miller,1991-08-15,F,64794 Perez Lodge Suite 631,Lisatown,V71-LFA,1.0,2.0,18,3355,4,2,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3.0,312.0,1
743-64-4564,Mary,Miller,1997-01-29,F,6912 Michael Flat,Lisatown,1GTM 36,1.0,1.0,60,13334,4,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,224.0,1
102-95-0866,Pamela,Miranda,1997-02-25,F,657 Archer Pass Suite 271,North Judithbury,I32 0PP,1.0,2.0,48,20862,2,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2.0,296.0,1
503-65-4288,Ronald,Jimenez,1998-11-24,M,69524 Kathleen Shore,Ramirezstad,8-77347,0.0,2.0,24,7398,3,4,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,15.0,0.0,1
