UserID,FirstName,LastName,DateOfBirth,Sex,Street,City,LicensePlate,Married,NumberPets,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,NumberExistingCredits,NumberPeopleMaintenance,OwnCar,ForeignWorker,EmploymentDuration,SavingsAccountBonds,BadCredit,Purpose,Property,Job,Housing,OtherDebtorsGuarantors,CreditHistory,CheckingAccountStatus,OtherInstallmentPlans
716-30-2777,Michelle,Harper,1956-08-01,F,770 Melissa Unions,Lisatown,JGB 988,yes,0.0,10,2455,2,4,1,1,no,yes,2.0,0.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
597-45-5694,Michael,Ward,1995-02-17,M,14656 Willis Path,North Judithbury,11XW848,yes,2.0,12,1125,4,1,1,1,yes,yes,0.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
264-69-9420,Tracey,Hill,1998-09-18,F,6904 Richard Coves,New Roberttown,CQJ-518,yes,1.0,12,2160,4,4,1,1,no,yes,2.0,117.0,0,Purpose.Education,Property.Insurance,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
423-46-8463,David,Ramos,1991-12-24,M,735 Maldonado Radial Apt. 714,North Judithbury,335-MUZ,no,1.0,12,1273,4,2,2,1,yes,yes,1.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
894-34-3388,Joseph,Haynes,1988-10-25,M,41651 Thomas Knoll Apt. 942,North Judithbury,333-VGP,no,0.0,24,5360,4,4,2,2,no,yes,3.0,589.0,0,Purpose.Business,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
287-51-3639,Daryl,Conley,1990-07-16,M,11179 Kathryn Plains Apt. 759,Robinsonshire,728 PSI,no,1.0,15,8383,3,2,1,1,no,yes,4.0,0.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
104-42-5925,Paul,Anderson,1994-11-17,M,8085 Dalton Trail Apt. 718,North Judithbury,00K•369,no,0.0,36,4703,4,2,2,1,yes,yes,2.0,0.0,0,Purpose.Repairs,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.none,OtherInstallmentPlans.None
703-30-1637,Louis,Green,1995-02-24,M,47955 Victor Fords Suite 556,Lisatown,929OF,no,2.0,48,19730,1,2,2,1,no,yes,6.0,1870.0,1,Purpose.Radio.Television,Property.Unknown,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.CoApplicant,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
102-89-2677,Nathan,Brock,1967-07-15,M,3227 Gregory Parks Apt. 885,Cassandraton,JIR-906,no,2.0,12,14157,4,4,1,1,no,yes,8.0,0.0,1,Purpose.Furniture.Equipment,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
667-84-8822,Anthony,Cervantes,1998-11-05,M,175 Ward Points Suite 506,New Jessica,L39 9VT,no,0.0,9,2660,4,2,1,1,yes,yes,6.0,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
234-41-5192,Christopher,Deleon,1998-12-09,M,8771 Austin Mountain Apt. 256,New Roberttown,TSM-1125,no,1.0,24,5668,4,1,1,1,yes,yes,0.0,0.0,0,Purpose.Furniture.Equipment,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
106-13-1046,Matthew,Page,1994-07-31,M,7598 Gutierrez Ferry Apt. 234,North Judithbury,326-WXC,no,1.0,36,7578,4,2,1,1,yes,yes,1.0,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
135-68-2796,Timothy,Kennedy,1970-01-12,M,68114 Christopher Loaf,North Judithbury,472 HHX,no,2.0,9,4513,2,4,1,1,yes,yes,12.0,506.0,0,Purpose.NewCar,Property.Unknown,Job.UnskilledResident,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
356-62-8842,Allen,Alvarado,1986-04-06,M,7848 Taylor Square Apt. 997,East Jill,XUS-6884,no,1.0,12,3854,3,1,1,1,yes,yes,4.0,321.0,0,Purpose.Radio.Television,Property.Unknown,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
785-56-4800,Darren,Davis,1996-06-02,M,6424 Aaron Via Apt. 547,Lake Roberto,AWP-740,yes,2.0,18,1559,4,2,1,1,yes,yes,4.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
292-84-8716,Kyle,Robles,1978-06-18,M,68663 Jennifer Rue Suite 634,North Judithbury,894-NUH,no,0.0,4,2779,2,1,3,2,yes,yes,7.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
023-24-1676,Robert,Gutierrez,1991-12-11,M,24179 Nelson Road,East Jill,GKA-208,no,2.0,24,3281,4,2,1,2,yes,yes,,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Stores
864-97-2394,Douglas,Martinez,1997-12-20,M,031 Alexis Forge Suite 647,New Kellystad,051 OWZ,no,2.0,6,26199,1,2,1,1,no,yes,,276.0,1,Purpose.NewCar,Property.Insurance,Job.UnemployedUnskilled,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
204-59-1540,Anthony,Rowe,1959-09-25,M,723 Roth Village,North Judithbury,36DY730,no,2.0,21,4981,4,2,2,1,yes,yes,14.0,338.0,1,Purpose.Business,Property.CarOther,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
016-22-4524,Kelly,Hendrix,1986-03-21,F,4520 Jon Route Suite 350,Ericmouth,3GD65,yes,2.0,12,2324,4,2,2,1,yes,yes,3.0,0.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
062-46-2522,Kevin,Foster,1982-07-16,M,09792 Townsend Gateway,Lake Roberto,HPC 950,no,0.0,30,4540,1,3,1,2,yes,yes,8.0,0.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
497-91-7169,Meredith,Moody,1992-08-27,F,3585 Quinn Brooks,North Judithbury,MLX 240,yes,1.0,24,1647,4,2,1,1,yes,yes,10.0,475.0,1,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
795-82-8290,Justin,Daniels,1969-11-08,M,92855 Hill Village Apt. 182,New Jessica,85-JI70,no,2.0,6,2871,3,2,1,2,yes,yes,7.0,0.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
628-37-5286,James,Lopez,1997-06-28,M,593 Le Shoals,North Judithbury,MGQ-782,no,0.0,48,8289,3,4,2,2,yes,yes,14.0,0.0,1,Purpose.UsedCar,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
674-63-8616,Jennifer,Morris,1994-07-11,F,102 Morgan Flats,East Jessetown,PGD B96,yes,0.0,12,2133,3,2,2,1,yes,yes,4.0,0.0,0,Purpose.Business,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
762-54-6047,Lori,Garza,1986-11-05,F,3910 Diana Village,North Judithbury,058-OZU,yes,1.0,12,6205,4,3,1,2,yes,yes,3.0,674.0,0,Purpose.Retraining,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.none,OtherInstallmentPlans.None
572-96-9145,Robert,Brown,1996-08-25,M,014 Shirley Path Apt. 138,Robinsonshire,392-GGQ,no,2.0,24,2264,4,1,1,1,no,yes,6.0,0.0,0,Purpose.Business,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
866-48-6756,Jason,Garcia,1968-11-22,M,761 Laura Plaza Suite 852,New Roberttown,TOL-585,no,0.0,12,1291,4,4,3,1,yes,yes,15.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
531-18-4946,Phillip,Jordan,1986-11-27,M,398 Nicholas Plaza Suite 577,Lake Roberto,AXB 490,no,0.0,6,2167,4,1,1,1,yes,no,2.0,468.0,0,Purpose.NewCar,Property.Unknown,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
239-33-4921,Aaron,Joyce,1995-04-18,M,0488 Clinton Mount,Lake Debra,459 EE3,no,1.0,24,3465,2,2,1,1,yes,yes,2.0,0.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
081-08-5479,Anna,Ross,1998-06-30,F,157 Tracy Spurs,North Judithbury,SDT-4096,yes,1.0,18,779,3,4,1,1,yes,yes,,0.0,1,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.CoApplicant,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
590-65-1476,Hannah,Montoya,1981-08-19,F,39060 Warren Island Apt. 583,East Jill,BVX 679,yes,2.0,6,1199,3,4,2,1,no,yes,7.0,1458.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
405-84-9361,Courtney,Roberts,1976-05-26,F,25179 Amy Greens Apt. 686,Lisatown,EYE-7837,yes,0.0,12,4052,1,2,1,1,yes,yes,3.0,0.0,0,Purpose.Furniture.Equipment,Property.CarOther,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
672-04-4995,Christina,Gilbert,1997-10-24,F,14659 Daniel Loop,Herrerafurt,LLG 559,yes,1.0,30,3870,4,2,1,1,yes,yes,2.0,0.0,1,Purpose.NewCar,Property.Unknown,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
461-61-0373,Christopher,Bailey,1986-08-01,M,270 James Landing Apt. 110,North Judithbury,24T 0514,no,2.0,24,7472,2,3,2,1,yes,yes,3.0,342.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
175-08-4654,Gary,Singh,1996-11-18,M,88487 Heather Skyway,North Judithbury,804 MSV,no,2.0,9,3654,2,1,1,1,no,yes,6.0,435.0,0,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
091-24-3259,Curtis,Horton,1993-11-22,M,70164 Lin Brook Suite 636,Lake Roberto,798 WDK,no,1.0,60,13352,1,1,1,1,yes,yes,3.0,464.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
283-08-4222,Jonathan,Ellis,1986-09-06,M,38457 Garner Brook,Lake Debra,5VL 438,no,1.0,24,4831,4,2,2,1,yes,yes,3.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
247-74-2503,Shawn,Zamora,1992-10-15,M,432 Prince Shoals,East Jill,CXM8936,no,0.0,12,3868,4,1,1,1,yes,yes,2.0,0.0,1,Purpose.Radio.Television,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
189-41-2385,Jessica,Edwards,1998-07-19,F,8232 Michelle Inlet Apt. 629,West Michael,HKC 881,yes,0.0,15,6862,1,4,1,1,no,yes,0.0,480.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
704-04-5887,Monica,Cannon,1963-12-15,F,4742 Daniel Ferry Apt. 994,East Jill,39S T33,yes,2.0,11,2077,4,4,3,1,yes,yes,,194.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
783-02-4422,Bobby,Chan,1994-11-24,M,975 Melissa Overpass,North Judithbury,E06-FGH,no,0.0,12,2983,2,2,1,1,yes,yes,4.0,0.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
404-79-9371,Tiffany,Walker,1966-09-05,F,12797 Delacruz Gateway,North Judithbury,MYB 965,yes,2.0,24,2885,4,4,1,1,yes,yes,16.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
529-98-0808,Kirk,Fox,1984-12-20,M,177 Natalie Gardens,North Judithbury,RMX 086,no,2.0,18,9544,2,4,3,1,no,yes,11.0,0.0,0,Purpose.NewCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
424-42-7388,Cheryl,Gonzales,1965-03-05,F,7264 Hannah Divide Suite 718,East Jessetown,826 FYS,yes,0.0,12,4946,2,4,3,1,yes,yes,11.0,0.0,0,Purpose.Education,Property.Unknown,Job.UnskilledResident,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
627-21-6205,Alexander,Chavez,1989-10-20,M,1452 Christopher Squares,Lake Debra,18-UL68,no,1.0,10,2216,3,4,2,2,yes,no,9.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
208-01-4147,Joshua,Williams,1984-08-05,M,9222 Kayla Center,Lake Debra,47-4212J,no,0.0,15,1444,4,3,1,2,yes,yes,15.0,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
635-81-9135,Adam,Jimenez,1986-02-01,M,097 Jay Shoals Suite 767,Ericmouth,384-TTA,no,1.0,36,11347,4,4,2,1,yes,yes,7.0,55.0,0,Purpose.Business,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
677-89-9748,Samantha,Clark,1982-11-22,F,05020 Rivera Corners,Lisatown,249DNF,yes,1.0,24,2759,4,3,1,1,no,yes,0.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.Stores
540-53-8596,Kenneth,Hart,1975-06-29,M,950 Kayla Islands Suite 616,Herrerafurt,CJP-2145,no,0.0,14,16160,1,4,1,1,no,no,14.0,0.0,1,Purpose.NewCar,Property.Insurance,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
630-73-8133,Daniel,Clark,1997-02-22,M,98179 Simmons Vista,Robinsonshire,952 IQS,no,0.0,24,1798,4,2,2,1,yes,yes,16.0,291.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
707-37-4169,Joseph,Welch,1989-02-14,M,93430 Andrew Road Apt. 396,East Jill,5-58303B,no,1.0,18,4792,4,3,1,1,yes,no,7.0,348.0,0,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
474-53-0918,Rachel,Parker,1984-12-04,F,15569 Marilyn Fields Suite 577,East Jessetown,UEP2785,yes,0.0,12,2524,3,4,1,1,no,yes,6.0,981.0,0,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
585-78-6383,Russell,Evans,1985-02-06,M,803 Marsh Underpass Suite 124,New Roberttown,5682,no,0.0,48,21904,4,4,1,1,no,yes,,66.0,0,Purpose.NewCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.CoApplicant,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
095-57-8291,Cody,Wilson,1993-04-24,M,504 Miller Wells Apt. 574,Lake Roberto,2Q J1503,no,1.0,48,5508,4,4,2,1,yes,yes,4.0,0.0,1,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
731-67-1898,Alexander,Webb,1986-10-28,M,57845 Kayla Courts,East Jill,VEG 076,no,2.0,30,21596,1,1,1,1,no,yes,0.0,0.0,1,Purpose.Repairs,Property.Unknown,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
284-69-5229,Aaron,Randolph,1988-07-07,M,7018 Johnson Trace,North Judithbury,334 UGK,no,0.0,9,4855,1,2,1,2,yes,yes,2.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
554-57-0832,Patricia,Lambert,1996-01-07,F,24109 Jamie Keys Suite 424,Lake Chad,149 5HF,yes,2.0,18,4327,2,2,2,1,yes,yes,3.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
838-26-8741,Carlos,Ruiz,1973-03-18,M,60166 Janet Ramp,Ramirezstad,WWO-9545,no,0.0,12,2272,2,4,1,1,no,yes,8.0,571.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
808-42-7427,Angela,Livingston,1989-04-09,F,217 Stanley Spur Suite 733,New Roberttown,TI 5625,yes,2.0,6,8300,1,4,1,1,yes,yes,0.0,0.0,1,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
667-10-4950,John,Jones,1991-10-07,M,7724 Munoz Crossroad,North Judithbury,158 DMW,no,2.0,24,3422,4,4,1,1,no,yes,2.0,497.0,0,Purpose.Radio.Television,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
118-76-9767,Joseph,Morales,1997-12-19,M,93827 Jones Fords Suite 695,New Roberttown,197 WHF,no,1.0,15,6062,3,4,2,1,no,yes,14.0,1930.0,0,Purpose.UsedCar,Property.Unknown,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
545-38-6390,Joel,Peters,1971-03-18,M,46191 Murphy Rue Apt. 132,Lake Debra,0YU 227,no,1.0,12,2833,4,2,1,1,yes,yes,4.0,0.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
414-17-4820,Luis,West,1972-08-05,M,549 Sellers Mews,East Jessetown,098-LCS,no,2.0,18,2601,4,4,1,1,yes,yes,4.0,101.0,0,Purpose.Radio.Television,Property.CarOther,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.gt.200,OtherInstallmentPlans.Bank
446-70-3461,Antonio,Santana,1958-11-17,M,85140 Ryan Ramp,Jacquelineland,UKW 666,no,2.0,15,2736,4,4,1,1,yes,yes,10.0,270.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
148-93-7975,Matthew,Wells,1983-08-04,M,656 Keith Well,New Jessica,0EE10,no,0.0,24,6980,4,2,1,1,no,yes,0.0,180.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
008-74-8162,Mary,Proctor,1986-10-08,F,26796 Shawn Manors,Port Jesseville,OML-3269,yes,0.0,47,19300,1,1,1,1,no,yes,0.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
530-11-8575,Ryan,Young,1994-11-20,M,8950 Ashley Squares Suite 197,North Judithbury,CEX 847,no,0.0,48,8618,4,3,1,2,yes,yes,5.0,0.0,0,Purpose.UsedCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
297-22-0579,Steve,Davis,1991-06-07,M,189 Austin Junctions Apt. 778,Herrerafurt,S54-XKN,no,1.0,48,13648,2,4,1,1,no,yes,,330.0,0,Purpose.Other,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
259-17-4604,Melissa,Harper,1971-07-09,F,940 Lane Ports Apt. 490,East Jessetown,814PCE,yes,2.0,12,1966,4,4,2,1,no,yes,4.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
352-11-2377,Donald,Scott,1973-08-19,M,292 Wood Extensions,East Jill,ZW3 7280,yes,0.0,24,1843,4,4,1,1,yes,yes,0.0,0.0,1,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Stores
765-97-8725,Kyle,Underwood,1995-10-14,M,6372 Becky Ville Suite 041,Lisatown,747FOM,yes,1.0,12,1937,2,2,1,1,no,no,3.0,0.0,0,Purpose.Business,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
626-84-4467,David,Vega,1992-06-19,M,4286 Keith Union Suite 658,Ericmouth,1B856,yes,1.0,36,16916,1,4,1,1,no,yes,0.0,0.0,1,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
013-53-1601,Frances,Adams,1978-04-01,F,9673 April Springs,Ramirezstad,FKR 001,yes,2.0,24,11554,2,4,2,2,no,yes,10.0,0.0,0,Purpose.UsedCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
